instant,dateday,season,year,month,holiday,workingday,weather,temp,atemp,hum,casual,registered,count,weekday
245,2011-09-02,Fall,2011,September,0,1,Cloudy,26.376653,30.2404,72.70830000000001,875,3852,4727,Friday
246,2011-09-03,Fall,2011,September,0,0,Clear,27.435847,31.66065,71.6667,1935,2549,4484,Saturday
247,2011-09-04,Fall,2011,September,0,0,Clear,29.075847,33.27145,74.20830000000001,2521,2419,4940,Sunday
248,2011-09-05,Fall,2011,September,1,0,Cloudy,27.606652999999998,31.282300000000003,79.0417,1236,2115,3351,Monday
249,2011-09-06,Fall,2011,September,0,1,Light Rain,22.14,25.759999999999998,88.6957,204,2506,2710,Tuesday
250,2011-09-07,Fall,2011,September,0,1,Light Rain,24.565847,27.21145,91.7083,118,1878,1996,Wednesday
251,2011-09-08,Fall,2011,September,0,1,Light Rain,25.990433,27.76805,93.9565,153,1689,1842,Thursday
252,2011-09-09,Fall,2011,September,0,1,Cloudy,26.650000000000002,28.9473,89.79169999999999,417,3127,3544,Friday
253,2011-09-10,Fall,2011,September,0,0,Clear,27.060000000000002,30.3981,75.375,1750,3595,5345,Saturday
254,2011-09-11,Fall,2011,September,0,0,Clear,26.786653,30.46145,71.375,1633,3413,5046,Sunday
255,2011-09-12,Fall,2011,September,0,1,Clear,26.418268,30.106500000000004,69.2174,690,4023,4713,Monday
256,2011-09-13,Fall,2011,September,0,1,Clear,26.684153,30.1777,71.25,701,4062,4763,Tuesday
257,2011-09-14,Fall,2011,September,0,1,Clear,27.606652999999998,31.345,69.7083,647,4138,4785,Wednesday
258,2011-09-15,Fall,2011,September,0,1,Cloudy,23.677500000000002,27.68355,70.9167,428,3231,3659,Thursday
259,2011-09-16,Fall,2011,September,0,1,Cloudy,19.235847,23.07375,59.0417,742,4018,4760,Friday
260,2011-09-17,Fall,2011,September,0,0,Cloudy,20.158347,23.9256,71.8333,1434,3077,4511,Saturday
261,2011-09-18,Fall,2011,September,0,0,Clear,20.807499999999997,24.52685,69.5,1353,2921,4274,Sunday
262,2011-09-19,Fall,2011,September,0,1,Cloudy,22.515846999999997,26.48375,69.0,691,3848,4539,Monday
263,2011-09-20,Fall,2011,September,0,1,Cloudy,23.028347,26.610850000000003,88.125,438,3203,3641,Tuesday
264,2011-09-21,Fall,2011,September,0,1,Cloudy,24.395,27.526650000000004,90.0,539,3813,4352,Wednesday
265,2011-09-22,Fall,2011,September,0,1,Cloudy,25.761653000000003,27.74815,90.2083,555,4240,4795,Thursday
266,2011-09-23,Winter,2011,September,0,1,Cloudy,24.975847,26.106249999999996,97.25,258,2137,2395,Friday
267,2011-09-24,Winter,2011,September,0,0,Cloudy,24.873347,28.2206,86.25,1776,3647,5423,Saturday
268,2011-09-25,Winter,2011,September,0,0,Cloudy,26.000847,28.631849999999996,84.5,1544,3466,5010,Sunday
269,2011-09-26,Winter,2011,September,0,1,Cloudy,26.615847000000002,29.452099999999998,84.8333,684,3946,4630,Monday
270,2011-09-27,Winter,2011,September,0,1,Cloudy,26.103347,28.726249999999997,88.5417,477,3643,4120,Tuesday
271,2011-09-28,Winter,2011,September,0,1,Cloudy,26.035,28.757899999999996,84.875,480,3427,3907,Wednesday
272,2011-09-29,Winter,2011,September,0,1,Clear,25.283347,28.7256,69.91669999999999,653,4186,4839,Thursday
273,2011-09-30,Winter,2011,September,0,1,Clear,23.130847,27.24145,64.75,830,4372,5202,Friday
274,2011-10-01,Winter,2011,October,0,0,Cloudy,16.81,20.64315,75.375,480,1949,2429,Saturday
275,2011-10-02,Winter,2011,October,0,0,Cloudy,14.623347,17.26585,79.1667,616,2302,2918,Sunday
276,2011-10-03,Winter,2011,October,0,1,Cloudy,15.750846999999998,19.6023,76.0833,330,3240,3570,Monday
277,2011-10-04,Winter,2011,October,0,1,Clear,19.850847,23.6429,71.0,486,3970,4456,Tuesday
278,2011-10-05,Winter,2011,October,0,1,Clear,22.071652999999998,26.3569,64.79169999999999,559,4267,4826,Wednesday
279,2011-10-06,Winter,2011,October,0,1,Clear,20.260847000000002,24.02125,62.083299999999994,639,4126,4765,Thursday
280,2011-10-07,Winter,2011,October,0,1,Clear,20.944153,25.2202,68.41669999999999,949,4036,4985,Friday
281,2011-10-08,Winter,2011,October,0,0,Clear,21.388347,25.6621,70.125,2235,3174,5409,Saturday
282,2011-10-09,Winter,2011,October,0,0,Clear,22.174153,26.19915,72.75,2397,3114,5511,Sunday
283,2011-10-10,Winter,2011,October,1,0,Clear,23.404153,27.14625,73.375,1514,3603,5117,Monday
284,2011-10-11,Winter,2011,October,0,1,Cloudy,23.233347000000002,27.3048,80.875,667,3896,4563,Tuesday
285,2011-10-12,Winter,2011,October,0,1,Light Rain,22.276653,25.885849999999998,90.625,217,2199,2416,Wednesday
286,2011-10-13,Winter,2011,October,0,1,Cloudy,24.155847,27.5902,89.6667,290,2623,2913,Thursday
287,2011-10-14,Winter,2011,October,0,1,Cloudy,22.584153,26.48375,71.625,529,3115,3644,Friday
288,2011-10-15,Winter,2011,October,0,0,Clear,20.773346999999998,24.936249999999998,48.3333,1899,3318,5217,Saturday
289,2011-10-16,Winter,2011,October,0,0,Clear,20.978347,25.1577,48.6667,1748,3293,5041,Sunday
290,2011-10-17,Winter,2011,October,0,1,Clear,21.900847,25.53625,57.958299999999994,713,3857,4570,Monday
291,2011-10-18,Winter,2011,October,0,1,Cloudy,21.8325,26.13605,70.1667,637,4111,4748,Tuesday
292,2011-10-19,Winter,2011,October,0,1,Light Rain,22.211299,25.6924,89.52170000000001,254,2170,2424,Wednesday
293,2011-10-20,Winter,2011,October,0,1,Clear,19.509153,23.32625,63.625,471,3724,4195,Thursday
294,2011-10-21,Winter,2011,October,0,1,Clear,17.5275,21.1798,57.4167,676,3628,4304,Friday
295,2011-10-22,Winter,2011,October,0,0,Clear,17.322499999999998,21.2746,62.916700000000006,1499,2809,4308,Saturday
296,2011-10-23,Winter,2011,October,0,0,Clear,17.288347,21.11665,74.125,1619,2762,4381,Sunday
297,2011-10-24,Winter,2011,October,0,1,Clear,18.996653,22.85335,77.2083,699,3488,4187,Monday
298,2011-10-25,Winter,2011,October,0,1,Clear,19.338347,23.16875,62.291700000000006,695,3992,4687,Tuesday
299,2011-10-26,Winter,2011,October,0,1,Cloudy,19.850847,23.6423,72.04169999999999,404,3490,3894,Wednesday
300,2011-10-27,Winter,2011,October,0,1,Cloudy,19.27,22.8523,81.2917,240,2419,2659,Thursday
301,2011-10-28,Winter,2011,October,0,1,Cloudy,13.564153,15.9406,58.58330000000001,456,3291,3747,Friday
302,2011-10-29,Winter,2011,October,0,0,Light Rain,10.420846999999998,11.39565,88.25,57,570,627,Saturday
303,2011-10-30,Winter,2011,October,0,0,Clear,13.085847,16.06645,62.375,885,2446,3331,Sunday
304,2011-10-31,Winter,2011,October,0,1,Clear,13.940000000000001,17.803150000000002,70.3333,362,3307,3669,Monday
305,2011-11-01,Winter,2011,November,0,1,Clear,16.434153,19.8544,68.375,410,3658,4068,Tuesday
306,2011-11-02,Winter,2011,November,0,1,Clear,15.477500000000001,19.50665,71.875,370,3816,4186,Wednesday
307,2011-11-03,Winter,2011,November,0,1,Clear,16.741653,20.296049999999997,70.20830000000001,318,3656,3974,Thursday
308,2011-11-04,Winter,2011,November,0,1,Cloudy,16.536653,20.1696,62.25000000000001,470,3576,4046,Friday
309,2011-11-05,Winter,2011,November,0,0,Clear,13.393346999999999,16.1927,51.916700000000006,1156,2770,3926,Saturday
310,2011-11-06,Winter,2011,November,0,0,Clear,14.281653,18.117900000000002,73.4583,952,2697,3649,Sunday
311,2011-11-07,Winter,2011,November,0,1,Clear,16.195,20.04355,75.875,373,3662,4035,Monday
312,2011-11-08,Winter,2011,November,0,1,Clear,16.741653,20.6123,72.16669999999999,376,3829,4205,Tuesday
313,2011-11-09,Winter,2011,November,0,1,Clear,16.400000000000002,20.453950000000003,75.83330000000001,305,3804,4109,Wednesday
314,2011-11-10,Winter,2011,November,0,1,Cloudy,15.58,18.68605,81.3333,190,2743,2933,Thursday
315,2011-11-11,Winter,2011,November,1,0,Clear,13.290847,15.34085,44.625,440,2928,3368,Friday
316,2011-11-12,Winter,2011,November,0,0,Clear,14.623347,17.8971,55.2917,1275,2792,4067,Saturday
317,2011-11-13,Winter,2011,November,0,0,Clear,18.074153,21.5275,45.8333,1004,2713,3717,Sunday
318,2011-11-14,Winter,2011,November,0,1,Clear,21.73,26.2306,58.7083,595,3891,4486,Monday
319,2011-11-15,Winter,2011,November,0,1,Cloudy,21.73,25.37895,68.875,449,3746,4195,Tuesday
320,2011-11-16,Winter,2011,November,0,1,Light Rain,18.723347,22.5994,93.0,145,1672,1817,Wednesday
321,2011-11-17,Winter,2011,November,0,1,Cloudy,14.008347,16.16105,57.5833,139,2914,3053,Thursday
322,2011-11-18,Winter,2011,November,0,1,Clear,11.240847,13.63605,41.0,245,3147,3392,Friday
323,2011-11-19,Winter,2011,November,0,0,Clear,13.495847,16.22415,50.208299999999994,943,2720,3663,Saturday
324,2011-11-20,Winter,2011,November,0,0,Cloudy,18.996653,22.8529,68.45830000000001,787,2733,3520,Sunday
325,2011-11-21,Winter,2011,November,0,1,Light Rain,18.3475,22.2531,91.0,220,2545,2765,Monday
326,2011-11-22,Winter,2011,November,0,1,Light Rain,17.083347,21.0848,96.25,69,1538,1607,Tuesday
327,2011-11-23,Winter,2011,November,0,1,Cloudy,18.074153,21.52685,75.79169999999999,112,2454,2566,Wednesday
328,2011-11-24,Winter,2011,November,1,0,Clear,15.306653,18.62355,54.9167,560,935,1495,Thursday
329,2011-11-25,Winter,2011,November,0,1,Clear,15.375,19.033549999999998,64.375,1095,1697,2792,Friday
330,2011-11-26,Winter,2011,November,0,0,Clear,15.409152999999998,19.254350000000002,68.1667,1249,1819,3068,Saturday
331,2011-11-27,Winter,2011,November,0,0,Clear,18.825847,22.79,69.8333,810,2261,3071,Sunday
332,2011-11-28,Winter,2011,November,0,1,Clear,20.642598,24.5061,74.3043,253,3614,3867,Monday
333,2011-11-29,Winter,2011,November,0,1,Cloudy,18.791653,22.56875,83.08330000000001,96,2818,2914,Tuesday
334,2011-11-30,Winter,2011,November,0,1,Clear,13.325000000000001,15.561050000000002,61.3333,188,3425,3613,Wednesday
335,2011-12-01,Winter,2011,December,0,1,Clear,12.8125,15.2777,52.4583,182,3545,3727,Thursday
336,2011-12-02,Winter,2011,December,0,1,Clear,12.880847,16.571649999999998,62.583299999999994,268,3672,3940,Friday
337,2011-12-03,Winter,2011,December,0,0,Clear,12.265847,15.530199999999999,61.291700000000006,706,2908,3614,Saturday
338,2011-12-04,Winter,2011,December,0,0,Clear,13.564153,17.455000000000002,77.5833,634,2851,3485,Sunday
339,2011-12-05,Winter,2011,December,0,1,Cloudy,15.819153,19.696250000000003,82.70830000000001,233,3578,3811,Monday
340,2011-12-06,Winter,2011,December,0,1,Light Rain,18.962500000000002,22.82,94.9583,126,2468,2594,Tuesday
341,2011-12-07,Winter,2011,December,0,1,Light Rain,16.81,20.0123,97.04169999999999,50,655,705,Wednesday
342,2011-12-08,Winter,2011,December,0,1,Clear,10.899153,12.8469,57.99999999999999,150,3172,3322,Thursday
343,2011-12-09,Winter,2011,December,0,1,Clear,11.924153,15.877099999999999,69.58330000000001,261,3359,3620,Friday
344,2011-12-10,Winter,2011,December,0,0,Clear,11.275,13.320599999999999,50.74999999999999,502,2688,3190,Saturday
345,2011-12-11,Winter,2011,December,0,0,Clear,9.054153,12.6577,49.0,377,2366,2743,Sunday
346,2011-12-12,Winter,2011,December,0,1,Clear,9.771652999999999,13.5098,67.08330000000001,143,3167,3310,Monday
347,2011-12-13,Winter,2011,December,0,1,Clear,11.5825,15.0569,59.0,155,3368,3523,Tuesday
348,2011-12-14,Winter,2011,December,0,1,Cloudy,13.0175,16.9181,66.375,178,3562,3740,Wednesday
349,2011-12-15,Winter,2011,December,0,1,Cloudy,17.322499999999998,20.61185,63.416700000000006,181,3528,3709,Thursday
350,2011-12-16,Winter,2011,December,0,1,Cloudy,15.375,17.99125,50.0417,178,3399,3577,Friday
351,2011-12-17,Winter,2011,December,0,0,Cloudy,10.591652999999999,12.46855,56.0833,275,2464,2739,Saturday
352,2011-12-18,Winter,2011,December,0,0,Clear,9.771652999999999,12.27895,58.62500000000001,220,2211,2431,Sunday
353,2011-12-19,Winter,2011,December,0,1,Clear,11.343347,14.04665,63.74999999999999,260,3143,3403,Monday
354,2011-12-20,Winter,2011,December,0,1,Cloudy,15.819153,19.822699999999998,59.5417,216,3534,3750,Tuesday
355,2011-12-21,Spring,2011,December,0,1,Cloudy,17.561653,21.40085,85.83330000000001,107,2553,2660,Wednesday
356,2011-12-22,Spring,2011,December,0,1,Cloudy,17.356653,21.306050000000003,75.75,227,2841,3068,Thursday
357,2011-12-23,Spring,2011,December,0,1,Clear,15.306653,18.87565,68.625,163,2046,2209,Friday
358,2011-12-24,Spring,2011,December,0,0,Clear,12.4025,14.9621,54.25,155,856,1011,Saturday
359,2011-12-25,Spring,2011,December,0,0,Clear,11.266103,13.998050000000001,68.13040000000001,303,451,754,Sunday
360,2011-12-26,Spring,2011,December,1,0,Clear,13.191299,15.77675,50.6957,430,887,1317,Monday
361,2011-12-27,Spring,2011,December,0,1,Cloudy,13.325000000000001,16.38165,76.25,103,1059,1162,Tuesday
362,2011-12-28,Spring,2011,December,0,1,Clear,12.264330000000001,13.9987,50.39130000000001,255,2047,2302,Wednesday
363,2011-12-29,Spring,2011,December,0,1,Clear,10.181653,13.194600000000001,57.4167,254,2169,2423,Thursday
364,2011-12-30,Spring,2011,December,0,1,Clear,12.778347000000002,15.9406,63.6667,491,2508,2999,Friday
365,2011-12-31,Spring,2011,December,0,0,Clear,16.81,20.70605,61.583299999999994,665,1820,2485,Saturday
366,2012-01-01,Spring,2012,January,0,0,Clear,15.17,18.78105,69.25,686,1608,2294,Sunday
367,2012-01-02,Spring,2012,January,1,0,Clear,11.194763,12.615199999999998,38.130399999999995,244,1707,1951,Monday
368,2012-01-03,Spring,2012,January,0,1,Clear,6.1499999999999995,6.31375,44.125,89,2147,2236,Tuesday
369,2012-01-04,Spring,2012,January,0,1,Cloudy,4.4075,5.96685,41.4583,95,2273,2368,Wednesday
370,2012-01-05,Spring,2012,January,0,1,Clear,10.899153,13.9206,52.416700000000006,140,3132,3272,Thursday
371,2012-01-06,Spring,2012,January,0,1,Clear,13.700847,17.01335,54.2083,307,3791,4098,Friday
372,2012-01-07,Spring,2012,January,0,0,Clear,16.126653,19.53895,53.1667,1070,3451,4521,Saturday
373,2012-01-08,Spring,2012,January,0,0,Clear,13.8375,17.012900000000002,46.5,599,2826,3425,Sunday
374,2012-01-09,Spring,2012,January,0,1,Cloudy,9.190847,12.37395,70.1667,106,2270,2376,Monday
375,2012-01-10,Spring,2012,January,0,1,Clear,12.656536000000001,15.9413,64.65220000000001,173,3425,3598,Tuesday
376,2012-01-11,Spring,2012,January,0,1,Cloudy,11.240847,14.14105,84.75,92,2085,2177,Wednesday
377,2012-01-12,Spring,2012,January,0,1,Cloudy,15.682500000000001,19.0969,80.2917,269,3828,4097,Thursday
378,2012-01-13,Spring,2012,January,0,1,Clear,11.240847,12.4681,50.74999999999999,174,3040,3214,Friday
379,2012-01-14,Spring,2012,January,0,0,Clear,7.38,9.15435,45.75,333,2160,2493,Saturday
380,2012-01-15,Spring,2012,January,0,0,Clear,6.833347000000001,8.081249999999999,41.9167,284,2027,2311,Sunday
381,2012-01-16,Spring,2012,January,1,0,Clear,7.79,9.53315,52.25,217,2081,2298,Monday
382,2012-01-17,Spring,2012,January,0,1,Cloudy,15.294763,18.2139,71.6087,127,2808,2935,Tuesday
383,2012-01-18,Spring,2012,January,0,1,Clear,12.436653000000002,13.7627,44.333299999999994,109,3267,3376,Wednesday
384,2012-01-19,Spring,2012,January,0,1,Clear,7.79,9.501900000000001,49.75,130,3162,3292,Thursday
385,2012-01-20,Spring,2012,January,0,1,Cloudy,8.9175,11.047899999999998,45.0,115,3048,3163,Friday
386,2012-01-21,Spring,2012,January,0,0,Cloudy,7.106653,8.74375,83.125,67,1234,1301,Saturday
387,2012-01-22,Spring,2012,January,0,0,Cloudy,6.6625000000000005,8.1125,79.625,196,1781,1977,Sunday
388,2012-01-23,Spring,2012,January,0,1,Cloudy,8.951653,12.152899999999999,91.125,145,2287,2432,Monday
389,2012-01-24,Spring,2012,January,0,1,Clear,14.0425,17.455399999999997,83.58330000000001,439,3900,4339,Tuesday
390,2012-01-25,Spring,2012,January,0,1,Clear,12.060847,14.74105,64.375,467,3803,4270,Wednesday
391,2012-01-26,Spring,2012,January,0,1,Cloudy,14.008347,17.8025,76.95830000000001,244,3831,4075,Thursday
392,2012-01-27,Spring,2012,January,0,1,Cloudy,17.425,20.76915,74.125,269,3187,3456,Friday
393,2012-01-28,Spring,2012,January,0,0,Clear,12.949152999999999,16.318949999999997,54.333299999999994,775,3248,4023,Saturday
394,2012-01-29,Spring,2012,January,0,0,Clear,11.5825,13.63605,31.125000000000004,558,2685,3243,Sunday
395,2012-01-30,Spring,2012,January,0,1,Clear,11.035847,13.13125,40.0833,126,3498,3624,Monday
396,2012-01-31,Spring,2012,January,0,1,Clear,15.99,19.06585,41.6667,324,4185,4509,Tuesday
397,2012-02-01,Spring,2012,February,0,1,Clear,19.235847,23.326900000000002,50.79169999999999,304,4275,4579,Wednesday
398,2012-02-02,Spring,2012,February,0,1,Cloudy,16.365847,19.94855,67.29169999999999,190,3571,3761,Thursday
399,2012-02-03,Spring,2012,February,0,1,Clear,12.846652999999998,15.4673,52.6667,310,3841,4151,Friday
400,2012-02-04,Spring,2012,February,0,0,Cloudy,10.830846999999999,13.63625,77.95830000000001,384,2448,2832,Saturday
401,2012-02-05,Spring,2012,February,0,0,Cloudy,10.899153,13.22605,68.7917,318,2629,2947,Sunday
402,2012-02-06,Spring,2012,February,0,1,Clear,11.586969,14.8213,62.2174,206,3578,3784,Monday
403,2012-02-07,Spring,2012,February,0,1,Clear,14.520847,18.0552,49.625,199,4176,4375,Tuesday
404,2012-02-08,Spring,2012,February,0,1,Cloudy,10.523347,13.321050000000001,72.2917,109,2693,2802,Wednesday
405,2012-02-09,Spring,2012,February,0,1,Clear,10.865,13.0994,56.2083,163,3667,3830,Thursday
406,2012-02-10,Spring,2012,February,0,1,Cloudy,11.514153,14.6779,54.0,227,3604,3831,Friday
407,2012-02-11,Spring,2012,February,0,0,Light Rain,9.190847,10.54335,73.125,192,1977,2169,Saturday
408,2012-02-12,Spring,2012,February,0,0,Clear,5.2275,5.0828999999999995,46.4583,73,1456,1529,Sunday
409,2012-02-13,Spring,2012,February,0,1,Clear,9.1225,11.39565,41.125,94,3328,3422,Monday
410,2012-02-14,Spring,2012,February,0,1,Cloudy,13.085847,16.697300000000002,50.875,135,3787,3922,Tuesday
411,2012-02-15,Spring,2012,February,0,1,Clear,14.281653,17.58145,53.125,141,4028,4169,Wednesday
412,2012-02-16,Spring,2012,February,0,1,Cloudy,12.983346999999998,16.5081,75.29169999999999,74,2931,3005,Thursday
413,2012-02-17,Spring,2012,February,0,1,Clear,14.076653,17.58145,63.4583,349,3805,4154,Friday
414,2012-02-18,Spring,2012,February,0,0,Clear,14.213347,17.77125,53.4583,1435,2883,4318,Saturday
415,2012-02-19,Spring,2012,February,0,0,Cloudy,11.48,13.2894,51.5833,618,2071,2689,Sunday
416,2012-02-20,Spring,2012,February,1,0,Clear,11.48,13.66955,50.7826,502,2627,3129,Monday
417,2012-02-21,Spring,2012,February,0,1,Clear,11.800866000000001,14.755650000000001,59.434799999999996,163,3614,3777,Tuesday
418,2012-02-22,Spring,2012,February,0,1,Clear,16.229153,19.63335,56.7917,394,4379,4773,Wednesday
419,2012-02-23,Spring,2012,February,0,1,Clear,18.620846999999998,22.2223,55.45830000000001,516,4546,5062,Thursday
420,2012-02-24,Spring,2012,February,0,1,Cloudy,16.7075,20.54855,73.75,246,3241,3487,Friday
421,2012-02-25,Spring,2012,February,0,0,Clear,11.924153,12.78375,39.5833,317,2415,2732,Saturday
422,2012-02-26,Spring,2012,February,0,0,Clear,11.445847,13.4154,41.0,515,2874,3389,Sunday
423,2012-02-27,Spring,2012,February,0,1,Clear,15.033347000000001,17.8977,49.0833,253,4069,4322,Monday
424,2012-02-28,Spring,2012,February,0,1,Clear,14.725847,17.67625,39.5833,229,4134,4363,Tuesday
425,2012-02-29,Spring,2012,February,0,1,Cloudy,14.118267999999999,17.4235,80.4783,65,1769,1834,Wednesday
426,2012-03-01,Spring,2012,March,0,1,Clear,19.919153,23.768549999999998,61.5417,325,4665,4990,Thursday
427,2012-03-02,Spring,2012,March,0,1,Cloudy,14.486653,17.9921,65.7083,246,2948,3194,Friday
428,2012-03-03,Spring,2012,March,0,0,Cloudy,16.980847,20.6746,62.125,956,3110,4066,Saturday
429,2012-03-04,Spring,2012,March,0,0,Clear,13.359153,15.15105,40.3333,710,2713,3423,Sunday
430,2012-03-05,Spring,2012,March,0,1,Clear,9.976652999999999,12.05855,50.625,203,3130,3333,Monday
431,2012-03-06,Spring,2012,March,0,1,Clear,10.591652999999999,12.752099999999999,45.6667,221,3735,3956,Tuesday
432,2012-03-07,Spring,2012,March,0,1,Clear,16.570847,19.255,51.3333,432,4484,4916,Wednesday
433,2012-03-08,Spring,2012,March,0,1,Clear,21.627499999999998,26.230199999999996,56.75,486,4896,5382,Thursday
434,2012-03-09,Spring,2012,March,0,1,Cloudy,16.844153,19.85415,40.708299999999994,447,4122,4569,Friday
435,2012-03-10,Spring,2012,March,0,0,Clear,11.7875,13.888349999999999,35.0417,968,3150,4118,Saturday
436,2012-03-11,Spring,2012,March,0,0,Clear,14.831299,17.9835,47.6957,1658,3253,4911,Sunday
437,2012-03-12,Spring,2012,March,0,1,Clear,19.133347,22.9796,48.9167,838,4460,5298,Monday
438,2012-03-13,Spring,2012,March,0,1,Clear,23.165,27.14645,61.75000000000001,762,5085,5847,Tuesday
439,2012-03-14,Spring,2012,March,0,1,Clear,23.4725,27.43085,50.708299999999994,997,5315,6312,Wednesday
440,2012-03-15,Spring,2012,March,0,1,Clear,22.857499999999998,26.64125,57.958299999999994,1005,5187,6192,Thursday
441,2012-03-16,Spring,2012,March,0,1,Cloudy,17.869153,21.81145,84.20830000000001,548,3830,4378,Friday
442,2012-03-17,Spring,2012,March,0,0,Cloudy,21.080847000000002,25.252299999999998,75.5833,3155,4681,7836,Saturday
443,2012-03-18,Spring,2012,March,0,0,Cloudy,19.3725,23.200000000000003,81.0,2207,3685,5892,Sunday
444,2012-03-19,Spring,2012,March,0,1,Clear,22.345000000000002,26.64105,72.875,982,5171,6153,Monday
445,2012-03-20,Spring,2012,March,0,1,Clear,22.994153,26.926650000000002,80.7917,1051,5042,6093,Tuesday
446,2012-03-21,Summer,2012,March,0,1,Cloudy,21.798347,25.6629,82.125,1122,5108,6230,Wednesday
447,2012-03-22,Summer,2012,March,0,1,Clear,22.720847,26.57835,83.125,1334,5537,6871,Thursday
448,2012-03-23,Summer,2012,March,0,1,Cloudy,24.668346999999997,28.50335,69.41669999999999,2469,5893,8362,Friday
449,2012-03-24,Summer,2012,March,0,0,Cloudy,20.6025,24.336650000000002,88.5417,1033,2339,3372,Saturday
450,2012-03-25,Summer,2012,March,0,0,Cloudy,17.9375,21.874399999999998,88.0833,1532,3464,4996,Sunday
451,2012-03-26,Summer,2012,March,0,1,Clear,18.279153,21.9375,47.7917,795,4763,5558,Monday
452,2012-03-27,Summer,2012,March,0,1,Clear,13.256653,15.7827,28.999999999999996,531,4571,5102,Tuesday
453,2012-03-28,Summer,2012,March,0,1,Clear,19.850847,23.5475,48.125,674,5024,5698,Wednesday
454,2012-03-29,Summer,2012,March,0,1,Clear,20.260847000000002,24.1152,43.9167,834,5299,6133,Thursday
455,2012-03-30,Summer,2012,March,0,1,Cloudy,15.17,18.78105,58.0833,796,4663,5459,Friday
456,2012-03-31,Summer,2012,March,0,0,Cloudy,17.390847,21.0854,73.83330000000001,2301,3934,6235,Saturday
457,2012-04-01,Summer,2012,April,0,0,Cloudy,17.459153,20.86435,67.625,2347,3694,6041,Sunday
458,2012-04-02,Summer,2012,April,0,1,Clear,17.790433,21.37565,50.4348,1208,4728,5936,Monday
459,2012-04-03,Summer,2012,April,0,1,Clear,19.133347,23.07415,39.6667,1348,5424,6772,Tuesday
460,2012-04-04,Summer,2012,April,0,1,Clear,22.208347,26.6725,46.958299999999994,1058,5378,6436,Wednesday
461,2012-04-05,Summer,2012,April,0,1,Clear,17.835,21.55815,37.416700000000006,1192,5265,6457,Thursday
462,2012-04-06,Summer,2012,April,0,1,Clear,16.536653,19.538349999999998,37.7083,1807,4653,6460,Friday
463,2012-04-07,Summer,2012,April,0,0,Clear,17.9375,21.306449999999998,25.4167,3252,3605,6857,Saturday
464,2012-04-08,Summer,2012,April,0,0,Clear,20.5,24.62125,27.5833,2230,2939,5169,Sunday
465,2012-04-09,Summer,2012,April,0,1,Clear,20.055847,23.8319,31.75,905,4680,5585,Monday
466,2012-04-10,Summer,2012,April,0,1,Clear,18.313347,21.81165,43.5,819,5099,5918,Tuesday
467,2012-04-11,Summer,2012,April,0,1,Clear,14.296536,16.8637,46.9565,482,4380,4862,Wednesday
468,2012-04-12,Summer,2012,April,0,1,Clear,16.2975,19.3802,46.625,663,4746,5409,Thursday
469,2012-04-13,Summer,2012,April,0,1,Clear,18.142500000000002,21.590400000000002,40.8333,1252,5146,6398,Friday
470,2012-04-14,Summer,2012,April,0,0,Clear,20.294999999999998,24.3998,50.29169999999999,2795,4665,7460,Saturday
471,2012-04-15,Summer,2012,April,0,0,Clear,24.873347,28.69375,50.79169999999999,2846,4286,7132,Sunday
472,2012-04-16,Summer,2012,April,1,0,Clear,27.230846999999997,30.746250000000003,56.166700000000006,1198,5172,6370,Monday
473,2012-04-17,Summer,2012,April,0,1,Clear,24.941653000000002,29.92435,39.0417,989,5702,6691,Tuesday
474,2012-04-18,Summer,2012,April,0,1,Cloudy,18.996653,22.8519,56.9167,347,4020,4367,Wednesday
475,2012-04-19,Summer,2012,April,0,1,Clear,20.431653,24.6523,61.25000000000001,846,5719,6565,Thursday
476,2012-04-20,Summer,2012,April,0,1,Clear,21.593347,25.78875,69.4583,1340,5950,7290,Friday
477,2012-04-21,Summer,2012,April,0,0,Clear,23.369999999999997,27.14605,68.2917,2541,4083,6624,Saturday
478,2012-04-22,Summer,2012,April,0,0,Light Rain,16.263347,19.4752,83.54169999999999,120,907,1027,Sunday
479,2012-04-23,Summer,2012,April,0,1,Cloudy,13.188346999999998,15.056249999999999,76.66669999999999,195,3019,3214,Monday
480,2012-04-24,Summer,2012,April,0,1,Clear,16.946653,20.26415,45.4167,518,5115,5633,Tuesday
481,2012-04-25,Summer,2012,April,0,1,Clear,19.543347,23.51585,42.7917,655,5541,6196,Wednesday
482,2012-04-26,Summer,2012,April,0,1,Cloudy,20.431653,24.17915,75.66669999999999,475,4551,5026,Thursday
483,2012-04-27,Summer,2012,April,0,1,Clear,18.7575,22.63185,40.0833,1014,5219,6233,Friday
484,2012-04-28,Summer,2012,April,0,0,Cloudy,15.443347,18.8752,48.9583,1120,3100,4220,Saturday
485,2012-04-29,Summer,2012,April,0,0,Clear,18.791653,22.50605,58.7083,2229,4075,6304,Sunday
486,2012-04-30,Summer,2012,April,0,1,Cloudy,19.030847,22.8848,56.99999999999999,665,4907,5572,Monday
487,2012-05-01,Summer,2012,May,0,1,Cloudy,25.146653,28.85105,65.95830000000001,653,5087,5740,Tuesday
488,2012-05-02,Summer,2012,May,0,1,Clear,23.130847,26.894800000000004,79.7083,667,5502,6169,Wednesday
489,2012-05-03,Summer,2012,May,0,1,Cloudy,22.96,26.862099999999998,76.83330000000001,764,5657,6421,Thursday
